2025-12-10T14:02:14+09:00	DEBUG	No plugins loaded
2025-12-10T14:02:14+09:00	DEBUG	Default config file "file_path=trivy.yaml" not found, using built in values
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_593.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_593.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_594.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_594.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_594.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_594.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_595.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_595.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_595.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_595.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_596.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_596.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_596.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_596.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_597.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_597.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_597.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_597.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_598.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_598.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_598.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_598.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_599.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_599.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_599.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_599.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_6.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_6.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_6.txt" content_len=15 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_6.txt" content_len=15 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_60.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_60.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_60.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_60.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_600.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_600.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_600.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_600.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_601.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_601.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_601.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_601.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_602.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_602.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_602.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_602.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_603.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_603.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_603.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_603.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_604.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_604.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_604.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_604.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_605.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_605.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_605.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_605.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_606.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_606.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_606.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_606.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_607.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_607.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_607.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_607.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_608.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_608.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_608.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_608.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_609.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_609.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_609.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_609.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_61.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_61.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_61.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_61.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_610.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_610.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_610.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_610.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_611.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_611.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_611.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_611.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_612.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_612.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_612.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_612.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_613.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_613.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_613.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_613.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_614.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_614.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_614.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_614.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_615.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_615.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_615.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_615.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_616.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_616.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_616.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_616.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_617.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_617.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_617.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_617.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_618.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_618.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_618.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_618.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_619.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_619.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_619.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_619.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_62.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_62.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_62.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_62.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_620.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_620.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_620.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_620.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_621.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_621.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_621.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_621.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_622.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_622.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_622.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_622.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_623.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_623.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_623.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_623.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_624.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_624.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_624.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_624.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_625.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_625.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_625.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_625.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_626.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_626.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_626.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_626.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_627.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_627.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_627.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_627.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_628.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_628.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_628.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_628.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_629.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_629.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_629.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_629.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_63.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_63.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_63.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_63.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_630.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_630.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_630.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_630.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_631.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_631.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_631.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_631.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_632.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_632.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_632.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_632.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_633.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_633.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_633.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_633.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_634.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_634.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_634.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_634.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_635.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_635.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_635.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_635.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_636.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_636.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_636.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_636.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_637.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_637.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_637.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_637.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_638.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_638.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_638.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_638.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_639.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_639.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_639.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_639.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_64.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_64.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_64.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_64.txt" content_len=16 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_640.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_640.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_640.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_640.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_641.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_641.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_641.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_641.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_642.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_642.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_642.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_642.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_643.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_643.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_643.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_643.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_644.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_644.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_644.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_644.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_645.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_645.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_645.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_645.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_646.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_646.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_646.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_646.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_647.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_647.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_647.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_647.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] Using streaming scanner	file_path="file_648.txt"
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanStream called	file_path="file_648.txt" buffer_size=65536 overlap_size=4096
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_648.txt" content_len=17 num_rules=87
2025-12-10T14:02:14+09:00	DEBUG	[secret] scanChunk called	file_path="file_648.txt" content_len=17 num_rules=87
